Item_Id,Category,Menu_Item,Store_Name,Price,Sales_Qty,Gross_Sales,Item_Disc,Net_Sales
4003067,snacks,Twix Carm Bar,Grab n go,1.29,30,38.7,0,38.7
4003073,snacks,T RL,Coffee Store/Papa John,1.29,1,1.29,0,1.29
4003080,snacks,T TW SWE FI,Coffee Store/Papa John,1.29,2,2.58,0,2.58
4003082,snacks,Y PE PAT,Coffee Store/Papa John,1.29,1,1.29,0,1.29
4003084,snacks,Y PI PEG,Coffee Store/Papa John,2.99,12,35.88,0,35.88
4003085,snacks,Y S/ PEP PAP,Coffee Store/Papa John,3.29,2,6.58,0,6.58
4003087,snacks,Z,Coffee Store/Papa John,1.29,1,1.29,0,1.29
4003088,Soups,Broccoli Bowl,Jason's Deli,3.99,2,7.98,0,7.98
4003089,Soups,Broccoli Cup,Jason's Deli,3.99,346,702.24,0,702.24
4003109,food,C MW BWL CHBW,Coffee Store/Papa John,4.69,4,18.76,0,18.76
4003122,food,C R& BWL TOS,Coffee Store/Papa John,3.49,2,6.98,0,6.98
4003144,food,M IN LUN HOC,Coffee Store/Papa John,0.99,21,20.79,0,20.79
4003146,food,M IN LUN SH,Coffee Store/Papa John,0.89,23,20.47,0,20.47
4003147,food,M RA BEE,Coffee Store/Papa John,0.49,23,11.27,0,11.27
4003149,food,M RA CHI,Coffee Store/Papa John,0.49,45,22.05,0,22.05
4003155,food,M RA SHR,Coffee Store/Papa John,0.49,4,1.96,0,1.96
4003160,food,M YA CHI,Coffee Store/Papa John,1.79,40,71.6,0,71.6
4003164,food,M YA TER,Coffee Store/Papa John,1.79,10,17.9,0,17.9
4003166,Soups,Org Veg Bowl,Jason's Deli,3.99,3,11.97,0,11.97
4003167,Soups,Org Veg Cup,Jason's Deli,2.99,205,400.66,0,400.66
4003174,Soups,SW Chili Bowl,Jason's Deli,4.99,1,4.99,0,4.99
4003175,Soups,SW Chili Cup,Jason's Deli,3.99,339,841.89,0,841.89
4003180,Soup,Bowl of Soup,Einsteins,3.2,18,57.6,0,57.6
4003182,Soup,Cup of Soup,Einsteins,2.5,13,32.5,0,32.5
4003188,entrée,Beefeater,Jason's Deli,7.39,243,1795.77,0,1795.77
4003189,entrée,California Club,Jason's Deli,7.09,518,3672.62,0,3672.62
4003190,entrée,Chicken Panini,Jason's Deli,7.49,244,1827.56,0,1827.56
4003191,entrée,Club Royale,Jason's Deli,7.09,387,2743.83,0,2743.83
4003192,entrée,Grilled Cheese,Jason's Deli,3.19,90,287.1,0,287.1
4003193,entrée,Ham & Cheese,Jason's Deli,7.29,63,459.27,0,459.27
4003194,entrée,Jack Panini,Jason's Deli,7.29,170,1239.3,0,1239.3
4003195,entrée,Mediterranean W,Jason's Deli,6.59,134,883.06,0,883.06
4003196,entrée,Ranchero Wrap,Jason's Deli,7.19,89,639.91,0,639.91
4003197,entrée,Reuben The Great,Jason's Deli,8.89,144,1280.16,0,1280.16
4003199,entrée,Santa Fe,Jason's Deli,7.19,537,3861.03,0,3861.03
4003200,entrée,Spinach Veggie,Jason's Deli,6.59,86,566.74,0,566.74
4003201,entrée,Turkey Wrap,Jason's Deli,6.59,208,1370.72,0,1370.72
4003202,entrée,Wild Salmonwich,Jason's Deli,8.49,166,1409.34,0,1409.34
4003203,entrée,Zucchini Grill,Jason's Deli,6.59,120,790.8,0,790.8
4003204,entrée,1/2 Beefeater,Jason's Deli,8.29,36,298.44,0,298.44
4003205,entrée,1/2 Salmon,Jason's Deli,8.29,29,240.41,0,240.41
4003206,entrée,1/2 Rueben,Jason's Deli,8.29,39,323.31,0,323.31
4003207,entrée,1/2 Cali Club,Jason's Deli,7.29,91,663.39,0,663.39
4003208,entrée,1/2 ChixPani,Jason's Deli,7.29,23,167.67,0,167.67
4003209,entrée,1/2 Club Royale,Jason's Deli,7.29,76,554.04,0,554.04
4003210,entrée,1/2 Grill Chz,Jason's Deli,7.29,4,29.16,0,29.16
4003211,entrée,1/2 Ham&Chz,Jason's Deli,7.29,12,87.48,0,87.48
4003212,entrée,1/2 JackPani,Jason's Deli,7.29,23,167.67,0,167.67
4003213,snacks,C C CoffeeCake,Einsteins,2.19,167,365.73,0,365.73
4003214,snacks,C ChunkPoppers,Einsteins,2.99,133,397.67,0,397.67
4003215,snacks,Choc Chip Cookie,Einsteins,1.39,90,125.1,0,125.1
4003216,snacks,Cinn TwistPopper,Einsteins,2.99,1,2.99,0,2.99
4003217,snacks,CinnamonTwist,Einsteins,1.29,182,234.78,0,234.78
4003218,snacks,M B Coffee Cake,Einsteins,2.19,95,208.05,0,208.05
4003219,snacks,Cinnamon Crunch,Einsteins,1.99,37,73.63,0,73.63
4003220,snacks,Muffin Blueberry,Einsteins,1.99,185,368.15,0,368.15
4003221,snacks,Muffin Choc Chip,Einsteins,1.99,107,212.93,0,212.93
4003222,snacks,Brownie,Einsteins,1.39,60,83.4,0,83.4
4003223,snacks,Snickerd Cookie,Einsteins,1.39,44,61.16,0,61.16
4003224,snacks,Sugar Cookie,Einsteins,1.39,84,116.76,0,116.76
4003230,outtakes,Buffalo Chxn,Coffee Corner,5.75,196,1127,0,1127
4003230,outtakes,Buffalo Chxn,Grab n go,5.75,179,1029.25,0,1029.25
4003230,outtakes,Buffalo Chxn,Coffee Store/Papa John,5.75,14,80.5,0,80.5
4003236,outtakes,Turkey Club,N Brew,5.95,4,23.8,0,23.8
4003237,outtakes,VegetTomPesto,N Brew,4.5,3,13.5,0,13.5
4003238,hot beverages,Drip Coffee Tall,N Brew,1.8,650,1170,0,1170
4003239,hot beverages,Drip Coffee Gr,N Brew,2.1,399,837.9,-10.5,827.4
4003240,hot beverages,Drip Coffee Ven,N Brew,2.45,120,294,0,294
4003241,hot beverages,Tea Tall,N Brew,2,29,58,0,58
4003242,hot beverages,Tea Grande,N Brew,2.15,31,66.65,0,66.65
4003243,hot beverages,Tea Venti,N Brew,2.45,15,36.75,0,36.75
4003244,hot beverages,Iced Coffee Tall,N Brew,2,59,118,0,118
4003245,hot beverages,Iced Coffee Gr,N Brew,2.5,76,190,0,190
4003246,hot beverages,Ice Coffee Ven,N Brew,3,34,102,0,102
4003247,hot beverages,Red Bull 8oz,N Brew,2.49,79,196.71,0,196.71
4003248,hot beverages,Red Bull 120z,N Brew,2.99,99,296.01,0,296.01
4003249,hot beverages,Add Flav Syrup,N Brew,0.5,62,31,0,31
4003250,hot beverages,Cookies,N Brew,1.99,396,788.04,0,788.04
4003251,outtakes,Crudites,Grab n go,1.95,14,27.3,0,27.3
4003252,outtakes,Fruit cup,Grab n go,2.95,294,867.3,0,867.3
4003252,outtakes,Fruit cup,Coffee Store/Papa John,2.95,18,53.1,0,53.1
4003254,outtakes,Buff Chxn Salad,Coffee Corner,5.95,30,178.5,0,178.5
4003254,outtakes,Buff Chxn Salad,Grab n go,5.95,67,398.65,0,398.65
4003254,outtakes,Buff Chxn Salad,N Brew,5.95,2,11.9,0,11.9
4003255,entrée,1/2 Medi Wrap,Jason's Deli,7.29,11,80.19,0,80.19
4003256,entrée,1/2 RanchWrap,Jason's Deli,7.29,1,7.29,0,7.29
4003257,entrée,1/2 Santa Fe,Jason's Deli,7.29,106,772.74,0,772.74
4003258,entrée,1/2 SpinVeg,Jason's Deli,7.29,2,14.58,0,14.58
4003259,entrée,1/2 TrkyWrap,Jason's Deli,7.29,11,80.19,0,80.19
4003260,entrée,1/2 ZuchGrill,Jason's Deli,7.29,18,131.22,0,131.22
4003261,entrée,BYO Sandwich,Jason's Deli,6.29,39,245.31,0,245.31
4003262,outtakes,**Limited Time,Coffee Corner,4.5,3,13.5,0,13.5
4003262,outtakes,**Limited Time,Grab n go,4.5,50,225,0,225
4003263,entrée,1/2 BYO Spec,Jason's Deli,7.29,9,65.61,0,65.61
4003264,entrée,Lite Reuben,Jason's Deli,7.39,20,147.8,0,147.8
4003265,entrée,Lite Beefeater,Jason's Deli,6.49,42,272.58,0,272.58
4003266,hot beverages,Hot Chocolate,N Brew,1.8,1,1.8,0,1.8
4003267,entrée,*California LTO,Jason's Deli,8.99,18,161.82,0,161.82
4003268,entrée,*Zucchini LTO,Jason's Deli,7.99,4,31.96,0,31.96
7000001,creamice,Frap Coffee,Pub,3.85,201,773.85,0,773.85
7000002,creamice,Frap Caramel,Pub,4.35,262,1139.7,0,1139.7
7000003,creamice,Frap Mocha,Pub,4.35,246,1070.1,0,1070.1
7000004,creamice,Frap,Pub,4.35,15,65.25,0,65.25
7000006,creamice,Rasp RedBull,Pub,3.99,30,119.7,0,119.7
7000008,creamice,Straw RedBull,Pub,3.99,45,179.55,0,179.55
7000015,pub specials,LimitedTimeOffer,Pub,5.99,544,3258.56,0,3258.56
8000006,subway,SUBWAY $,Food Court,5.592655453,11177,62509.11,0,62509.11
8000011,desserts,Chocolate Cake,Pub,3.99,89,355.11,0,355.11
8000012,desserts,Choc Cheesecake,Pub,3.99,46,183.54,0,183.54
8000023,desserts,Straw Cheesecake,Pub,3.99,41,163.59,0,163.59
8000031,miscellaneous,Emerald Napkin,Coffee Store/Papa John,2.49,3,7.47,0,7.47
8000032,Merchandise,DixieCutlery,Coffee Store/Papa John,3.15,2,6.3,0,6.3
8000034,miscellaneous,Hefty Plates,Coffee Store/Papa John,2.89,5,14.45,0,14.45
8000035,miscellaneous,Glad Cling Wrap,Coffee Store/Papa John,2.69,8,21.52,0,21.52
8000036,miscellaneous,GladStorage Bags,Coffee Store/Papa John,3.79,5,18.95,0,18.95
8000037,miscellaneous,Reynolds Wrap,Coffee Store/Papa John,3.09,6,18.54,0,18.54
8000038,miscellaneous,Glad Sand Bags,Coffee Store/Papa John,3.09,2,6.18,0,6.18
8000039,miscellaneous,ChoreBoyScrub,Coffee Store/Papa John,2.24,7,15.68,0,15.68
8000042,miscellaneous,Chapstick SD,Coffee Store/Papa John,3.69,5,18.45,0,18.45
8000043,miscellaneous,Chapstick Ch,Coffee Store/Papa John,2.59,2,5.18,0,5.18
8000046,miscellaneous,Tylenol Extra,Coffee Store/Papa John,1.89,6,11.34,0,11.34
8000047,miscellaneous,Pepto Bismol,Coffee Store/Papa John,2.59,3,7.77,0,7.77
8000049,miscellaneous,Vicks Combo,Coffee Store/Papa John,5.9,8,47.2,0,47.2
8000051,miscellaneous,Dental Floss,Coffee Store/Papa John,1.89,13,24.57,0,24.57
8000052,miscellaneous,Contact S&F,Coffee Store/Papa John,2.09,9,18.81,0,18.81
8000053,miscellaneous,Glad LG Trashbag,Coffee Store/Papa John,5.09,13,66.17,0,66.17
8000054,miscellaneous,SOS soap pad,Coffee Store/Papa John,1.49,1,1.49,0,1.49
8000055,miscellaneous,Mr Clean Multi,Coffee Store/Papa John,3.03,3,9.09,0,9.09
8000056,miscellaneous,Pine Sol Fl Clea,Coffee Store/Papa John,5.09,1,5.09,0,5.09
8000057,miscellaneous,Dawn 9oz,Coffee Store/Papa John,2.39,4,9.56,0,9.56
8000058,miscellaneous,Windex 12oz,Coffee Store/Papa John,4.59,6,27.54,0,27.54
8000060,miscellaneous,Tide Ultra 20oz,Coffee Store/Papa John,9.49,7,66.43,0,66.43
8000061,miscellaneous,Gain Orig 50oz,Coffee Store/Papa John,11.19,4,44.76,0,44.76
8000062,miscellaneous,Bounce 25shts,Coffee Store/Papa John,3.59,7,25.13,0,25.13
8000063,miscellaneous,Clorox 30oz,Coffee Store/Papa John,2.29,1,2.29,0,2.29
8000066,miscellaneous,Scope Cl 8.4oz,Coffee Store/Papa John,3.99,3,11.97,0,11.97
8000067,miscellaneous,Speed Stick Pd,Coffee Store/Papa John,3.73,3,11.19,0,11.19
8000068,miscellaneous,V05 PH Mousse,Coffee Store/Papa John,2.59,7,18.13,0,18.13
8000073,miscellaneous,Emerald TP 4 ct,Coffee Store/Papa John,2.79,55,153.45,0,153.45
8000076,miscellaneous,Angel Soft 4 rl,Coffee Store/Papa John,3.09,22,67.98,0,67.98
8000077,miscellaneous,Bounty Rel Roll,Coffee Store/Papa John,2.59,7,18.13,0,18.13
8000078,miscellaneous,Nissin Shrimp,Coffee Store/Papa John,0.99,2,1.98,0,1.98
8000080,miscellaneous,Nissin Chxn,Coffee Store/Papa John,0.99,22,21.78,0,21.78
8000083,miscellaneous,Advil PM,Coffee Store/Papa John,1.59,2,3.18,0,3.18
8000084,miscellaneous,Alka Seltzer Or,Coffee Store/Papa John,1.29,2,2.58,0,2.58
8000085,miscellaneous,Midol,Coffee Store/Papa John,1.69,1,1.69,0,1.69
8000086,miscellaneous,Motrin,Coffee Store/Papa John,1.79,7,12.53,0,12.53
8000088,miscellaneous,EverreadyGoldAAA,Coffee Store/Papa John,2.48,4,9.92,0,9.92
8000093,miscellaneous,Everready Flash,Coffee Store/Papa John,2.59,2,5.18,0,5.18
8000094,miscellaneous,Comb,Coffee Store/Papa John,0.79,8,6.32,0,6.32
8000095,miscellaneous,Emeral Pens,Coffee Store/Papa John,1.79,16,28.64,0,28.64
8000099,miscellaneous,Energizer AA,Coffee Store/Papa John,4.29,5,21.45,0,21.45
8000100,miscellaneous,Energizer AAA,Coffee Store/Papa John,4.19,3,12.57,0,12.57
8000101,miscellaneous,Energizer C2,Coffee Store/Papa John,7.69,4,30.76,0,30.76
8000103,miscellaneous,Carmex LB,Coffee Store/Papa John,1.76,7,12.32,0,12.32
8000104,miscellaneous,Mead Index Cards,Coffee Store/Papa John,1.07,8,8.56,0,8.56
8000105,miscellaneous,Mead Legal Pad,Coffee Store/Papa John,3.79,9,34.11,0,34.11
8000106,miscellaneous,NecesStickyNotes,Coffee Store/Papa John,2.32,5,11.6,0,11.6
8000107,miscellaneous,Mead Writ Tablet,Coffee Store/Papa John,2.19,8,17.52,0,17.52
8000111,miscellaneous,CafeDelightSugar,Coffee Store/Papa John,2.33,2,4.66,0,4.66
8000112,miscellaneous,LibbysViennaSaus,Coffee Store/Papa John,1.1,3,3.3,0,3.3
8000113,miscellaneous,Smuckers Strawb,Coffee Store/Papa John,2.34,3,7.02,0,7.02
8000116,miscellaneous,Jiffy Creamy,Coffee Store/Papa John,6.49,1,6.49,0,6.49
8000117,miscellaneous,Arm&Hamm BS,Coffee Store/Papa John,1.59,1,1.59,0,1.59
8000118,miscellaneous,GoldAllPurpFlour,Coffee Store/Papa John,2.79,1,2.79,0,2.79
8000119,miscellaneous,Starkist CL,Coffee Store/Papa John,2.39,1,2.39,0,2.39
8000122,miscellaneous,Kraft Mayo,Coffee Store/Papa John,3.06,1,3.06,0,3.06
8000126,miscellaneous,Kraft Italian,Coffee Store/Papa John,1.98,1,1.98,0,1.98
8000130,miscellaneous,Ragu Trad,Coffee Store/Papa John,2.99,2,5.98,0,5.98
8000132,miscellaneous,Skinner Spag,Coffee Store/Papa John,3.19,2,6.38,0,6.38
8000133,miscellaneous,Honey Nut Chee,Coffee Store/Papa John,4.28,9,38.52,0,38.52
8000134,miscellaneous,Kelloggs Fruit L,Coffee Store/Papa John,4.56,19,86.64,0,86.64
8000137,miscellaneous,Kelloggs FrosFl,Coffee Store/Papa John,1.69,9,15.21,0,15.21
8000138,miscellaneous,KelloggsAppl J,Coffee Store/Papa John,1.69,1,1.69,0,1.69
8000139,miscellaneous,Kelloggs Cocoa,Coffee Store/Papa John,1.69,4,6.76,0,6.76
8000140,miscellaneous,KelloggsCinn,Coffee Store/Papa John,1.69,8,13.52,0,13.52
8000141,miscellaneous,KelloggsPop,Coffee Store/Papa John,1.69,4,6.76,0,6.76
8000143,miscellaneous,Kelloggs SpK,Coffee Store/Papa John,1.69,11,18.59,0,18.59
8000144,miscellaneous,Kelloggs RB,Coffee Store/Papa John,1.69,1,1.69,0,1.69
8000146,miscellaneous,Lucky CharmsXL,Coffee Store/Papa John,1.59,23,36.57,0,36.57
8000147,miscellaneous,CocaPuffs XL,Coffee Store/Papa John,1.59,47,74.73,0,74.73
8000148,miscellaneous,BB Lemon Cake,Coffee Store/Papa John,1.55,17,26.35,0,26.35
8000149,miscellaneous,BBCoffee Cake,Coffee Store/Papa John,1.59,21,33.39,0,33.39
8000150,miscellaneous,BBPound Cake,Coffee Store/Papa John,1.59,19,30.21,0,30.21
8000152,miscellaneous,Choc Chip Brown,Coffee Store/Papa John,1.56,3,4.68,0,4.68
8000153,miscellaneous,Blue B Muff,Coffee Store/Papa John,1.59,61,96.99,0,96.99
8000154,miscellaneous,Double Choc Muff,Coffee Store/Papa John,1.59,14,22.26,0,22.26
8000155,miscellaneous,Strw Cr Ch Muf,Coffee Store/Papa John,1.59,27,42.93,0,42.93
8000156,miscellaneous,Cherry Frt Pie,Coffee Store/Papa John,1.1,12,13.2,0,13.2
8000157,miscellaneous,Apple Turnover,Coffee Store/Papa John,1.1,39,42.9,0,42.9
8000158,miscellaneous,Mini Don Cr,Coffee Store/Papa John,2.69,2,5.38,0,5.38
8000159,miscellaneous,Cinn Mini Don,Coffee Store/Papa John,2.69,18,48.42,0,48.42
8000161,miscellaneous,Ritz handi sna,Coffee Store/Papa John,0.99,7,6.93,0,6.93
8000162,miscellaneous,SandCremeDuplex,Coffee Store/Papa John,0.89,9,8.01,0,8.01
8000163,miscellaneous,MiniDonutsFros,Coffee Store/Papa John,2.79,71,198.09,0,198.09
8000164,miscellaneous,MiniDonutsPdSgr,Coffee Store/Papa John,2.79,65,181.35,0,181.35
8000165,miscellaneous,SandCremeLem,Coffee Store/Papa John,0.89,23,20.47,0,20.47
8000166,miscellaneous,Soft Baked,Coffee Store/Papa John,0.79,7,5.53,0,5.53
8000167,miscellaneous,Belvita Blbrry,Grab n go,1.39,8,11.12,0,11.12
8000167,miscellaneous,Belvita Blbrry,Coffee Store/Papa John,1.39,11,15.29,0,15.29
8000168,miscellaneous,Belvita Gold oat,Coffee Store/Papa John,1.39,2,2.78,0,2.78
8000169,miscellaneous,Animal crackers,Coffee Store/Papa John,3.09,5,15.45,0,15.45
8000170,miscellaneous,Cheese It Duoz,Coffee Store/Papa John,2.69,7,18.83,0,18.83
8000171,miscellaneous,NutterButter bts,Grab n go,1.89,7,13.23,0,13.23
8000172,miscellaneous,Multigrain,Coffee Store/Papa John,1.19,6,7.14,0,7.14
8000173,miscellaneous,SweetPotato,Coffee Store/Papa John,1.19,8,9.52,0,9.52
8000174,miscellaneous,Jalapeno,Coffee Store/Papa John,1.19,11,13.09,0,13.09
8000175,miscellaneous,Cracker J PBCh,Grab n go,2.39,7,16.73,0,16.73
8000175,miscellaneous,Cracker J PBCh,Coffee Store/Papa John,2.39,10,23.9,0,23.9
8000176,miscellaneous,Cracker J ChBBQ,Grab n go,2.39,2,4.78,0,4.78
8000177,miscellaneous,Cracker J SalCar,Grab n go,2.39,1,2.39,0,2.39
8000177,miscellaneous,Cracker J SalCar,Coffee Store/Papa John,2.39,6,14.34,0,14.34
8000178,miscellaneous,Kashi Humm Crisp,Coffee Store/Papa John,1.99,8,15.92,0,15.92
8000182,miscellaneous,Boulder Vin&SS,Coffee Store/Papa John,1.69,9,15.21,0,15.21
8000183,miscellaneous,Boulder Natural,Coffee Store/Papa John,1.69,24,40.56,0,40.56
8000184,miscellaneous,Rocky Mtn Popc,Grab n go,1.79,1,1.79,0,1.79
8000184,miscellaneous,Rocky Mtn Popc,Coffee Store/Papa John,1.79,12,21.48,0,21.48
8000185,miscellaneous,Rocky Mtn JalPop,Coffee Store/Papa John,1.79,8,14.32,0,14.32
8000186,miscellaneous,Rocky Mtn WhChed,Coffee Store/Papa John,1.79,10,17.9,0,17.9
8000187,miscellaneous,Rocky Mtn SwtSal,Coffee Store/Papa John,1.79,13,23.27,0,23.27
8000188,miscellaneous,Rocky Mtn Cara,Coffee Store/Papa John,2.49,5,12.45,0,12.45
8000190,miscellaneous,Davis SunBBQ,Coffee Store/Papa John,0.69,10,6.9,0,6.9
8000191,miscellaneous,David SunOrig,Coffee Store/Papa John,0.69,6,4.14,0,4.14
8000192,miscellaneous,David Ranch,Coffee Store/Papa John,0.69,1,0.69,0,0.69
8000194,miscellaneous,Planters HeatPe,Coffee Store/Papa John,0.89,17,15.13,0,15.13
8000195,miscellaneous,Planters Hnyrstd,Coffee Store/Papa John,0.89,18,16.02,0,16.02
8000197,miscellaneous,Corn Nuts BBQ,Coffee Store/Papa John,1.79,4,7.16,0,7.16
8000198,miscellaneous,Corn Nuts Orig,Coffee Store/Papa John,1.79,15,26.85,0,26.85
8000199,miscellaneous,Corn Nuts Chil,Coffee Store/Papa John,1.79,7,12.53,0,12.53
8000200,miscellaneous,Corn Nuts Rnch,Coffee Store/Papa John,1.79,24,42.96,0,42.96
8000201,miscellaneous,Emerald Trlmix,Coffee Store/Papa John,3.39,9,30.51,0,30.51
8000202,miscellaneous,Sahale Pistach,Coffee Store/Papa John,4.59,5,22.95,0,22.95
8000203,miscellaneous,Sahale Pecans,Coffee Store/Papa John,4.59,1,4.59,0,4.59
8000204,miscellaneous,Sahale Cashew,Coffee Store/Papa John,4.59,1,4.59,0,4.59
8000205,miscellaneous,Sahale Valdost,Coffee Store/Papa John,4.59,2,9.18,0,9.18
8000206,miscellaneous,Caramel Apple,Coffee Store/Papa John,2.99,33,98.67,0,98.67
8000207,miscellaneous,Banana Chips,Coffee Corner,1.99,3,5.97,0,5.97
8000207,miscellaneous,Banana Chips,Coffee Store/Papa John,1.99,20,39.8,0,39.8
8000209,miscellaneous,Choconut mix,Coffee Store/Papa John,2.99,18,53.82,0,53.82
8000211,cold beverages,Fountain Dr Md,Coffee Store/Papa John,1.49,117,174.33,0,174.33
8000213,miscellaneous,Icee 16oz,Coffee Store/Papa John,1.19,225,267.75,0,267.75
8000214,miscellaneous,Icee 24oz,Coffee Store/Papa John,1.59,470,747.3,0,747.3
8000215,cold beverages,Strawb Smoothie,Coffee Store/Papa John,2.59,16,41.44,0,41.44
8000216,cold beverages,VanillaMilkShake,Coffee Store/Papa John,2.59,110,284.9,0,284.9
8000217,cold beverages,Mint Choc Chip,Coffee Store/Papa John,2.59,65,168.35,0,168.35
8000218,cold beverages,Mango Smoothie,Coffee Store/Papa John,2.59,439,1137.01,0,1137.01
8000219,cold beverages,StrawbMilkshake,Coffee Store/Papa John,2.59,8,20.72,0,20.72
8000220,cold beverages,Roastd corn,Coffee Store/Papa John,2.99,25,74.75,0,74.75
8000222,cold beverages,Mini Snickers,Coffee Store/Papa John,2.49,31,77.19,0,77.19
8000223,cold beverages,LS Hard Cand,Coffee Store/Papa John,2.79,58,161.82,0,161.82
8000224,cold beverages,M & M's,Coffee Store/Papa John,2.99,31,92.69,0,92.69
8000225,cold beverages,Skittles Org,Coffee Store/Papa John,2.79,37,103.23,0,103.23
8000227,cold beverages,Skittles Sour,Coffee Store/Papa John,2.79,23,64.17,0,64.17
8000228,cold beverages,VW ABP,Coffee Store/Papa John,2.19,12,26.28,0,26.28
8000229,cold beverages,Monster,Coffee Store/Papa John,2.75,235,646.25,0,646.25
8000230,cold beverages,Smart Water,Coffee Store/Papa John,2.19,67,146.73,0,146.73
8000231,cold beverages,MM Lemonade,Coffee Store/Papa John,1.75,97,169.75,0,169.75
8000232,cold beverages,VW ZSL,Coffee Store/Papa John,2.15,1,2.15,0,2.15
8000233,cold beverages,GP Green Tea,Coffee Store/Papa John,2.15,89,191.35,0,191.35
8000234,cold beverages,GP Sweet Tea,Coffee Store/Papa John,2.15,107,230.05,0,230.05
8000235,cold beverages,GP Diet,Coffee Store/Papa John,2.15,47,101.05,0,101.05
8000236,cold beverages,Powerade Zero,Coffee Store/Papa John,2.15,64,137.6,0,137.6
8000237,cold beverages,Powerade MBB,Coffee Store/Papa John,2.15,82,176.3,0,176.3
8000238,cold beverages,Powerade FP,Coffee Store/Papa John,2.15,100,215,0,215
8000239,cold beverages,Fanta,Coffee Store/Papa John,1.75,15,26.25,0,26.25
8000240,cold beverages,Coke,Coffee Store/Papa John,1.75,38,66.5,0,66.5
8000241,cold beverages,Sprite,Coffee Store/Papa John,1.75,31,54.25,0,54.25
8000242,cold beverages,Coke Zero,Coffee Store/Papa John,1.75,4,7,0,7
8000244,cold beverages,Monster Assault,Coffee Store/Papa John,2.75,6,16.5,0,16.5
8000245,cold beverages,Mentos Rainbow,Coffee Store/Papa John,1.19,11,13.09,0,13.09
8000246,cold beverages,Mentos Fruit,Coffee Store/Papa John,1.19,5,5.95,0,5.95
8000249,cold beverages,Wrigleys WF,Coffee Store/Papa John,1.49,13,19.37,0,19.37
8000250,cold beverages,Wrigleys JF,Coffee Store/Papa John,1.49,9,13.41,0,13.41
8000252,cold beverages,Tirdent GAGP,Coffee Store/Papa John,2.09,1,2.09,0,2.09
8000253,cold beverages,Tirdent WSTC,Grab n go,2.09,3,6.27,0,6.27
8000254,cold beverages,Tirdent OPRM,Grab n go,2.09,5,10.45,0,10.45
8000254,cold beverages,Tirdent OPRM,Coffee Store/Papa John,2.09,6,12.54,0,12.54
8000255,cold beverages,Marathon E Bar,Coffee Store/Papa John,1.99,6,11.94,0,11.94
8000256,cold beverages,Muscle Milk,Coffee Store/Papa John,1.69,35,59.15,0,59.15
8000257,cold beverages,Luna Smores,Coffee Store/Papa John,2.09,22,45.98,0,45.98
8000258,cold beverages,Luna LmnZest,Coffee Store/Papa John,2.09,26,54.34,0,54.34
8000259,cold beverages,Nutrigrain AC,Coffee Store/Papa John,0.99,9,8.91,0,8.91
8000260,cold beverages,Nutrigrain SB,Coffee Store/Papa John,0.99,28,27.72,0,27.72
8000261,cold beverages,Nutrigrain RB,Coffee Store/Papa John,0.99,9,8.91,0,8.91
8000262,cold beverages,NV Oats n Honey,Coffee Store/Papa John,0.89,54,48.06,0,48.06
8000264,cold beverages,PayDay PC Bar,Coffee Store/Papa John,1.29,10,12.9,0,12.9
8000265,cold beverages,Hershey's Almond,Coffee Store/Papa John,1.29,8,10.32,0,10.32
8000267,cold beverages,Almond Joy,Coffee Store/Papa John,1.29,2,2.58,0,2.58
8000268,cold beverages,Reeses 2 PBC,Coffee Store/Papa John,1.29,1,1.29,0,1.29
8000269,cold beverages,Twix,Coffee Store/Papa John,1.29,30,38.7,0,38.7
8000270,cold beverages,Kitkat,Coffee Store/Papa John,1.29,39,50.31,0,50.31
8000271,cold beverages,Milkyway,Coffee Store/Papa John,1.29,30,38.7,0,38.7
8000273,cold beverages,Mr Good Bar,Coffee Store/Papa John,1.29,3,3.87,0,3.87
8000274,cold beverages,Hersheys MC,Coffee Store/Papa John,1.29,30,38.7,0,38.7
8000276,cold beverages,Odwalla SFB,Grab n go,1.89,49,92.61,0,92.61
8000276,cold beverages,Odwalla SFB,Coffee Store/Papa John,1.89,1,1.89,0,1.89
8000277,cold beverages,NV Pnut Butter,Grab n go,0.89,3,2.67,0,2.67
8000277,cold beverages,NV Pnut Butter,Coffee Store/Papa John,0.89,11,9.79,0,9.79
8000278,cold beverages,Dasani,Coffee Store/Papa John,1.75,1,1.75,0,1.75
8000279,cold beverages,Strbrst Original,Coffee Store/Papa John,2.79,43,119.97,0,119.97
8000280,cold beverages,Totino Combo,Coffee Store/Papa John,2.89,17,49.13,0,49.13
8000281,cold beverages,Totino Pepperoni,Coffee Store/Papa John,2.89,56,161.84,0,161.84
8000282,cold beverages,Totino Sausage,Coffee Store/Papa John,2.89,17,49.13,0,49.13
8000283,cold beverages,Strbrst Trpcal,Coffee Store/Papa John,2.79,34,94.86,0,94.86
8000284,cold beverages,JR Crnchn Che,Coffee Store/Papa John,2.99,10,29.9,0,29.9
8000285,cold beverages,JR Hard Cndy,Coffee Store/Papa John,2.99,25,74.75,0,74.75
8000286,cold beverages,Twizzler Twist,Coffee Store/Papa John,1.79,17,30.43,0,30.43
8000287,cold beverages,TGIF Chck Wng,Coffee Store/Papa John,5.59,5,27.95,0,27.95
8000288,cold beverages,Sfers Frnch Del,Coffee Store/Papa John,4.49,20,89.8,0,89.8
8000289,cold beverages,Sfers Frnch Pep,Coffee Store/Papa John,4.49,25,112.25,0,112.25
